ensembl,symbol
ENSG00000197360,ZNF98
ENSG00000197403,OR6N1
ENSG00000197408,CYP2B6
ENSG00000197410,DCHS2
ENSG00000197444,OGDHL
ENSG00000197446,CYP2F1
ENSG00000197476,ENSG00000197476
ENSG00000197502,ENSG00000197502
ENSG00000197549,PRAMENP
ENSG00000197558,SSPOP
ENSG00000197565,COL4A6
ENSG00000197582,GPX1P1
ENSG00000197584,KCNMB2
ENSG00000197595,ATP11AUN
ENSG00000197614,MFAP5
ENSG00000197670,ZNF217-AS1
ENSG00000197727,ENSG00000197727
ENSG00000197744,PTMAP2
ENSG00000197748,CFAP43
ENSG00000197757,HOXC6
ENSG00000197794,IGKV7-3
ENSG00000197815,ENSG00000197815
ENSG00000197825,ENSG00000197825
ENSG00000197830,ENSG00000197830
ENSG00000197844,ENSG00000197844
ENSG00000197847,SLC22A20P
ENSG00000197882,OR7E13P
ENSG00000197889,MEIG1
ENSG00000197914,ENSG00000197914
ENSG00000197915,HRNR
ENSG00000197976,AKAP17A
ENSG00000197977,ELOVL2
ENSG00000197989,SNHG12
ENSG00000198010,DLGAP2
ENSG00000198033,TUBA3C
ENSG00000198075,SULT1C4
ENSG00000198077,CYP2A7
ENSG00000198090,KRTAP4-6
ENSG00000198100,ENSG00000198100
ENSG00000198134,PTMAP9
ENSG00000198153,ZNF849P
ENSG00000198155,ZNF876P
ENSG00000198203,SULT1C2
ENSG00000198221,LINC01558
ENSG00000198223,CSF2RA
ENSG00000198237,GUSBP13
ENSG00000198283,OR5B21
ENSG00000198300,PEG3
ENSG00000198327,ENSG00000198327
ENSG00000198353,HOXC4
ENSG00000198358,LOC101928372
ENSG00000198366,ENSG00000198366
ENSG00000198406,BZW1P2
ENSG00000198414,TATDN2P1
ENSG00000198452,OR14L1
ENSG00000198454,LINC02692
ENSG00000198496,NBR2
ENSG00000198523,PLN
ENSG00000198569,SLC34A3
ENSG00000198580,ENSG00000198580
ENSG00000198597,ZNF536
ENSG00000198610,AKR1C4
ENSG00000198618,PPIAP22
ENSG00000198633,ZNF534
ENSG00000198650,TAT
ENSG00000198685,LINC01565
ENSG00000198691,ABCA4
ENSG00000198744,MTCO3P12
ENSG00000198759,EGFL6
ENSG00000198768,APCDD1L
ENSG00000198822,GRM3
ENSG00000198844,ARHGEF15
ENSG00000198857,HSD3BP5
ENSG00000198868,MTND4LP30
ENSG00000198974,MIR30E
ENSG00000198995,MIR340
ENSG00000199023,MIR339
ENSG00000199024,MIR103A2
ENSG00000199032,MIR425
ENSG00000199053,MIR324
ENSG00000199072,MIRLET7F1
ENSG00000199082,MIR342
ENSG00000199090,MIR326
ENSG00000199121,MIR26B
ENSG00000199122,MIR148B
ENSG00000199133,MIRLET7D
ENSG00000199135,MIR101-1
ENSG00000199143,MIR373
ENSG00000199145,MIR302D
ENSG00000199150,MIRLET7G
ENSG00000199165,MIRLET7A1
ENSG00000199168,MIR374A
ENSG00000199172,MIR331
ENSG00000199179,MIRLET7I
ENSG00000199214,ENSG00000199214
ENSG00000199237,RNU6-834P
ENSG00000199266,SNORA60
ENSG00000199289,RNU6-502P
ENSG00000199313,RNU4-82P
ENSG00000199325,RNU4-39P
ENSG00000199331,Y_RNA
ENSG00000199332,Y_RNA
ENSG00000199335,RNU6-204P
ENSG00000199349,Y_RNA
ENSG00000199357,Y_RNA
ENSG00000199366,Y_RNA
ENSG00000199370,LOC124901859
ENSG00000199405,SNORA1B
ENSG00000199411,LOC124902338
ENSG00000199436,SNORD9
ENSG00000199466,Y_RNA
ENSG00000199471,Y_RNA
ENSG00000199472,Y_RNA
ENSG00000199476,Y_RNA
ENSG00000199509,RNA5SP477
ENSG00000199525,RNA5SP295
ENSG00000199530,Y_RNA
ENSG00000199536,RNU6-315P
ENSG00000199545,RNA5SP195
ENSG00000199562,RNU6-37P
ENSG00000199566,LOC124900322
ENSG00000199568,RNU5A-1
ENSG00000199598,RNU6-859P
ENSG00000199603,RNU6-951P
ENSG00000199627,RNU6-1010P
ENSG00000199630,Y_RNA
ENSG00000199643,RNU4-90P
ENSG00000199668,Y_RNA
ENSG00000199672,RNU4-21P
ENSG00000199683,RN7SKP185
ENSG00000199691,RN7SKP173
ENSG00000199695,RNU6-1128P
ENSG00000199709,RNU4-23P
ENSG00000199719,RN7SKP74
ENSG00000199730,RN7SKP95
ENSG00000199731,RNU6-1079P
ENSG00000199733,RNA5SP307
ENSG00000199751,Y_RNA
ENSG00000199753,SNORD104
ENSG00000199804,RNA5SP383
ENSG00000199805,RNU1-134P
ENSG00000199824,RNU6-199P
ENSG00000199872,RNU6-942P
ENSG00000199875,Y_RNA
ENSG00000199890,Y_RNA
ENSG00000199906,RNU5B-2P
ENSG00000199933,RNY1P16
ENSG00000199961,SNORD1B
ENSG00000199975,RN7SKP243
ENSG00000199977,LOC124904362
ENSG00000199980,ENSG00000199980
ENSG00000200013,RNU6-623P
ENSG00000200033,RNU6-403P
ENSG00000200041,Y_RNA
ENSG00000200063,LOC124900399
ENSG00000200075,LOC124900265
ENSG00000200086,RNU6-433P
ENSG00000200087,SNORA73B
ENSG00000200090,Y_RNA
ENSG00000200091,RN7SKP163
ENSG00000200095,RNU6-181P
ENSG00000200113,LOC124900242
ENSG00000200114,RNA5SP123
ENSG00000200120,Y_RNA
ENSG00000200127,ENSG00000200127
ENSG00000200135,Y_RNA
ENSG00000200138,RNY1P10
ENSG00000200141,ENSG00000200141
ENSG00000200152,RNU6-216P
ENSG00000200164,Y_RNA
ENSG00000200170,Y_RNA
ENSG00000200183,RNU6-238P
ENSG00000200204,RNU1-22P
ENSG00000200209,Y_RNA
ENSG00000200227,RNA5SP197
ENSG00000200235,LOC124900208
ENSG00000200241,Y_RNA
ENSG00000200250,RNU6-1147P
ENSG00000200253,RNU6-529P
ENSG00000200257,RNU6-97P
ENSG00000200261,Y_RNA
ENSG00000200269,RNU6-838P
ENSG00000200274,RNU4-32P
ENSG00000200301,RNA5SP483
ENSG00000200304,RNU6-1255P
ENSG00000200344,Y_RNA
ENSG00000200345,RNU6-485P
ENSG00000200351,Y_RNA
ENSG00000200354,SNORA71D
ENSG00000200356,RNU6-833P
ENSG00000200360,RNU6-792P
ENSG00000200376,RNU5E-10P
ENSG00000200394,SNORA38B
ENSG00000200397,Y_RNA
ENSG00000200403,RNU6-1099P
ENSG00000200419,Y_RNA
ENSG00000200428,Y_RNA
ENSG00000200483,RNU6-1017P
ENSG00000200502,Y_RNA
ENSG00000200522,RNU6-957P
ENSG00000200525,RNU6-1209P
ENSG00000200534,SNORA33
ENSG00000200537,RNY4P6
ENSG00000200538,LOC124904151
ENSG00000200560,RNU6-288P
ENSG00000200563,RNU6-640P
ENSG00000200571,RNU6-1284P
ENSG00000200579,Y_RNA
ENSG00000200591,Y_RNA
ENSG00000200594,RNU6-824P
ENSG00000200597,RNVU1-33
ENSG00000200629,RNY1P11
ENSG00000200648,RNU6-226P
ENSG00000200651,Y_RNA
ENSG00000200652,LOC124900376
ENSG00000200665,RNU6-1188P
ENSG00000200674,RN7SKP160
ENSG00000200677,LOC124903590
ENSG00000200693,LOC124903437
ENSG00000200714,Y_RNA
ENSG00000200719,RNA5SP260
ENSG00000200731,RNU1-124P
ENSG00000200732,RNU6-194P
ENSG00000200735,ENSG00000200735
ENSG00000200737,Y_RNA
ENSG00000200742,Y_RNA
ENSG00000200755,RNA5SP68
ENSG00000200759,RNU6-884P
ENSG00000200769,Y_RNA
ENSG00000200785,SNORD8
ENSG00000200788,Y_RNA
ENSG00000200795,RNU4-1
ENSG00000200814,RNU6-595P
ENSG00000200816,SNORA38
ENSG00000200830,RN7SKP134
ENSG00000200834,Y_RNA
ENSG00000200840,RNU6-82P
ENSG00000200842,Y_RNA
ENSG00000200843,ENSG00000200843
ENSG00000200847,Y_RNA
ENSG00000200855,Y_RNA
ENSG00000200871,RNU6-810P
ENSG00000200879,SNORD14E
ENSG00000200883,Y_RNA
ENSG00000200888,Y_RNA
ENSG00000200913,SNORD46
ENSG00000200914,RNA5SP435
ENSG00000200922,Y_RNA
ENSG00000200924,RNU6-1048P
ENSG00000200953,Y_RNA
ENSG00000200976,Y_RNA
ENSG00000200998,Y_RNA
ENSG00000201003,LOC124900439
ENSG00000201013,Y_RNA
ENSG00000201028,RNU6-151P
ENSG00000201044,RNU6-268P
ENSG00000201071,Y_RNA
ENSG00000201076,RNU4-51P
ENSG00000201077,RNU6-188P
ENSG00000201080,ENSG00000201080
ENSG00000201098,RNY1
ENSG00000201109,RNA5SP245
ENSG00000201114,Y_RNA
ENSG00000201118,Y_RNA
ENSG00000201121,RNY1P12
ENSG00000201126,ENSG00000201126
ENSG00000201134,Y_RNA
ENSG00000201151,LOC124900460
ENSG00000201179,RNU6-1322P
ENSG00000201198,RNU6-879P
ENSG00000201207,Y_RNA
ENSG00000201208,Y_RNA
ENSG00000201217,Y_RNA
ENSG00000201221,RNU4-40P
ENSG00000201239,Y_RNA
ENSG00000201264,SNORD73B
ENSG00000201294,RNU6-1019P
ENSG00000201302,SNORA65
ENSG00000201342,RNU4-38P
ENSG00000201358,RN7SKP193
ENSG00000201365,Y_RNA
ENSG00000201367,RNU6-522P
ENSG00000201371,Y_RNA
ENSG00000201376,LOC124900346
ENSG00000201388,SNORA68B
ENSG00000201428,RN7SKP71
ENSG00000201435,RNU4-24P
ENSG00000201441,RNU6-646P
ENSG00000201444,RNU6-1082P
ENSG00000201448,SNORA63C
ENSG00000201451,Y_RNA
ENSG00000201457,SNORA55
ENSG00000201469,RNA5SP379
ENSG00000201470,RNY4P7
ENSG00000201492,RNA5SP78
ENSG00000201499,RNU6-312P
ENSG00000201501,Y_RNA
ENSG00000201509,ENSG00000201509
ENSG00000201512,SNORA71C
ENSG00000201519,RNU6-645P
ENSG00000201524,RNU6-450P
ENSG00000201533,RN7SKP237
ENSG00000201544,SNORA16B
ENSG00000201545,RNU4-85P
ENSG00000201547,Y_RNA
ENSG00000201555,Y_RNA
ENSG00000201563,Y_RNA
ENSG00000201564,RN7SKP50
ENSG00000201566,Y_RNA
ENSG00000201573,Y_RNA
ENSG00000201579,RNU6-343P
ENSG00000201581,RN7SKP78
ENSG00000201586,RNU6-593P
ENSG00000201595,RNA5SP132
ENSG00000201614,ENSG00000201614
ENSG00000201616,RNU1-91P
ENSG00000201619,LOC124900429
ENSG00000201659,RNU12-2P
ENSG00000201662,RNU6-60P
ENSG00000201678,ENSG00000201678
ENSG00000201680,Y_RNA
ENSG00000201684,RN7SKP239
ENSG00000201699,RNVU1-24
ENSG00000201724,Y_RNA
ENSG00000201725,RNU6-304P
ENSG00000201746,RNU6-828P
ENSG00000201749,Y_RNA
ENSG00000201770,RNU6-384P
ENSG00000201772,SNORA5C
ENSG00000201785,SNORD117
ENSG00000201793,RN7SKP9
ENSG00000201794,RN7SKP130
ENSG00000201801,RNU5E-4P
ENSG00000201806,LOC124900516
ENSG00000201813,RNU6-915P
ENSG00000201818,RNY4P17
ENSG00000201820,Y_RNA
ENSG00000201823,SNORD48
ENSG00000201830,Y_RNA
ENSG00000201850,Y_RNA
ENSG00000201900,RNY1P13
ENSG00000201916,Y_RNA
ENSG00000201942,RNA5SP363
ENSG00000201944,LOC124900423
ENSG00000201957,LOC124900560
ENSG00000201988,Y_RNA
ENSG00000201998,SNORA23
ENSG00000202008,Y_RNA
ENSG00000202019,Y_RNA
ENSG00000202031,SNORD38A
ENSG00000202047,RNA5SP324
ENSG00000202078,Y_RNA
ENSG00000202079,Y_RNA
ENSG00000202081,RNU6-1280P
ENSG00000202089,RNU6-1306P
ENSG00000202124,RNY4P3
ENSG00000202125,RNU1-100P
ENSG00000202129,ENSG00000202129
ENSG00000202150,RNU6-407P
ENSG00000202193,RNA5SP427
ENSG00000202220,ENSG00000202220
ENSG00000202222,Y_RNA
ENSG00000202227,RNU6-282P
ENSG00000202239,RNU6-396P
ENSG00000202255,Y_RNA
ENSG00000202260,RN7SKP69
ENSG00000202290,RNA5SP37
ENSG00000202314,SNORD6
ENSG00000202343,LOC124901526
ENSG00000202347,RNU1-16P
ENSG00000202358,RNU6-652P
ENSG00000202382,Y_RNA
ENSG00000202392,RN7SKP292
ENSG00000202395,RN7SKP1
ENSG00000202408,RNVU1-21
ENSG00000202412,RNY3P13
ENSG00000202415,RN7SKP269
ENSG00000202417,Y_RNA
ENSG00000202429,RNU4-48P
ENSG00000202430,RNA5SP88
ENSG00000202434,LOC124900524
ENSG00000202441,RNY4P10
ENSG00000202459,Y_RNA
ENSG00000202461,Y_RNA
ENSG00000202469,Y_RNA
ENSG00000202472,RNA5SP248
ENSG00000202474,RNA5SP283
ENSG00000202496,ENSG00000202496
ENSG00000202502,RNA5SP151
ENSG00000202512,RN7SKP230
ENSG00000202513,RNU6-805P
ENSG00000202514,Y_RNA
ENSG00000202522,Y_RNA
ENSG00000202533,Y_RNA
ENSG00000202538,RNU4-2
ENSG00000202542,Y_RNA
ENSG00000202566,MIR421
ENSG00000203260,ENSG00000203260
ENSG00000203276,ENSG00000203276
ENSG00000203280,KIAA1671-AS1
ENSG00000203285,ENSG00000203285
ENSG00000203286,Metazoa_SRP
ENSG00000203288,TDRKH-AS1
ENSG00000203306,ENSG00000203306
ENSG00000203314,ENSG00000203314
ENSG00000203315,ENSG00000203315
ENSG00000203321,CARNMT1-AS1
ENSG00000203325,ENSG00000203325
ENSG00000203327,ENSG00000203327
ENSG00000203356,LINC01562
ENSG00000203362,POLH-AS1
ENSG00000203363,GPR160P1
ENSG00000203377,ENSG00000203377
ENSG00000203395,ENSG00000203395
ENSG00000203397,SHISA5P2
ENSG00000203400,ENSG00000203400
ENSG00000203401,ENSG00000203401
ENSG00000203403,ENSG00000203403
ENSG00000203414,BTBD7P1
ENSG00000203415,ENSG00000203415
ENSG00000203416,FAM32BP
ENSG00000203421,ENSG00000203421
ENSG00000203428,ENSG00000203428
ENSG00000203430,ENSG00000203430
ENSG00000203433,ENSG00000203433
ENSG00000203435,E2F3P2
ENSG00000203437,LOC100422622
ENSG00000203441,ENSG00000203441
ENSG00000203443,ENSG00000203443
ENSG00000203457,ENSG00000203457
ENSG00000203497,PDCD4-AS1
ENSG00000203504,ENSG00000203504
ENSG00000203511,ENSG00000203511
ENSG00000203512,ENSG00000203512
ENSG00000203513,ENSG00000203513
ENSG00000203542,ENSG00000203542
ENSG00000203543,ENSG00000203543
ENSG00000203546,ENSG00000203546
ENSG00000203547,ENSG00000203547
ENSG00000203562,ENSG00000203562
ENSG00000203575,ENSG00000203575
ENSG00000203581,OR1F2P
ENSG00000203588,IGBP1-AS1
ENSG00000203589,ENSG00000203589
ENSG00000203602,ENSG00000203602
ENSG00000203615,ENSG00000203615
ENSG00000203616,RHOT1P2
ENSG00000203632,ENSG00000203632
ENSG00000203644,ENSG00000203644
ENSG00000203645,LINC00501
ENSG00000203663,OR2L2
ENSG00000203684,IBA57-DT
ENSG00000203685,STUM
ENSG00000203711,LINC02901
ENSG00000203729,LINC00272
ENSG00000203737,GPR52
ENSG00000203739,PRDX6-AS1
ENSG00000203756,TMEM244
ENSG00000203761,MSTO2P
ENSG00000203799,CCDC162P
ENSG00000203805,PLPP4
ENSG00000203817,ENSG00000203817
ENSG00000203819,ENSG00000203819
ENSG00000203825,ENSG00000203825
ENSG00000203836,ENSG00000203836
ENSG00000203843,ENSG00000203843
ENSG00000203855,HSD3BP4
ENSG00000203863,ENSG00000203863
ENSG00000203865,ATP1A1-AS1
ENSG00000203886,ENSG00000203886
ENSG00000203910,C1orf146
ENSG00000203914,HSP90B3P
ENSG00000204022,LIPJ
ENSG00000204038,ENSG00000204038
ENSG00000204044,SLC12A5-AS1
ENSG00000204049,ENSG00000204049
ENSG00000204052,LRRC73
ENSG00000204055,IER5L-AS1
ENSG00000204086,RPA4
ENSG00000204091,TDRG1
ENSG00000204092,ENSG00000204092
ENSG00000204110,LINC02520
ENSG00000204113,BMP2KL
ENSG00000204118,NAP1L6P
ENSG00000204136,GGTA1
ENSG00000204150,ENSG00000204150
ENSG00000204164,ENSG00000204164
ENSG00000204177,BMS1P1
ENSG00000204188,GGNBP1
ENSG00000204193,TXNDC8
ENSG00000204195,AWAT1
ENSG00000204253,HNRNPCP2
ENSG00000204282,ENSG00000204282
ENSG00000204290,BTNL2
ENSG00000204296,TSBP1
ENSG00000204338,CYP21A1P
ENSG00000204377,ENSG00000204377
ENSG00000204380,PKP4-AS1
ENSG00000204385,SLC44A4
ENSG00000204403,CASP12
ENSG00000204434,POTEKP
ENSG00000204442,NALF1
ENSG00000204455,TRIM51BP
ENSG00000204466,ENSG00000204466
ENSG00000204511,MCCD1
ENSG00000204528,PSORS1C3
ENSG00000204533,ENSG00000204533
ENSG00000204540,PSORS1C1
ENSG00000204572,KRTAP5-10
ENSG00000204581,ACOXL-AS1
ENSG00000204583,LRCOL1
ENSG00000204584,TAC4-AS1
ENSG00000204616,TRIM31
ENSG00000204622,HLA-J
ENSG00000204623,POLR1HASP
ENSG00000204625,HCG9
ENSG00000204650,LINC02210
ENSG00000204652,RPS26P8
ENSG00000204653,ASPDH
ENSG00000204655,MOG
ENSG00000204657,OR2H2
ENSG00000204666,ZNF473CR
ENSG00000204677,FAM153CP
ENSG00000204682,MIR1915HG
ENSG00000204685,STARD7-AS1
ENSG00000204706,MAMDC2-AS1
ENSG00000204709,LINC01556
ENSG00000204718,CNN2P12
ENSG00000204745,LOC102724642
ENSG00000204758,RPL26L1-AS1
ENSG00000204764,RANBP17
ENSG00000204775,ENSG00000204775
ENSG00000204778,ZNG1DP
ENSG00000204789,ZNF204P
ENSG00000204791,SMPD5
ENSG00000204794,ENSG00000204794
ENSG00000204805,ENSG00000204805
ENSG00000204815,ODAD4
ENSG00000204832,ST8SIA6-AS1
ENSG00000204860,FAM201A
ENSG00000204866,IGFL2
ENSG00000204869,IGFL4
ENSG00000204872,NAT8B
ENSG00000204894,ENSG00000204894
ENSG00000204904,LINC01545
ENSG00000204909,SPINK9
ENSG00000204933,CD177P1
ENSG00000204934,ATP6V0E2-AS1
ENSG00000204956,PCDHGA1
ENSG00000204959,ARHGEF34P
ENSG00000204978,ERICH4
ENSG00000204983,PRSS1
ENSG00000205002,AARD
ENSG00000205041,ENSG00000205041
ENSG00000205086,LINC02898
ENSG00000205105,COX17P1
ENSG00000205129,CFAP96
ENSG00000205143,ARID3C
ENSG00000205231,TTLL10-AS1
ENSG00000205238,SPDYE2
ENSG00000205267,DGAT2L7P
ENSG00000205277,MUC12
ENSG00000205300,ENSG00000205300
ENSG00000205318,GCNT2P1
ENSG00000205334,LINC01460
ENSG00000205361,MT1DP
ENSG00000205414,NKD1-AS1
ENSG00000205424,PCBP3-AS1
ENSG00000205445,KRTAP10-2
ENSG00000205482,SPDYE18
ENSG00000205485,ENSG00000205485
ENSG00000205488,CALML3-AS1
ENSG00000205500,MAPRE3-AS1
ENSG00000205506,ENSG00000205506
ENSG00000205509,ENSG00000205509
ENSG00000205534,SMG1P2
ENSG00000205537,ENSG00000205537
ENSG00000205559,CHKB-DT
ENSG00000205565,ENSG00000205565
ENSG00000205578,POM121B
ENSG00000205583,STAG3L1
ENSG00000205584,FKBP6P1
ENSG00000205592,MUC19
ENSG00000205682,ENSG00000205682
ENSG00000205693,MANSC4
ENSG00000205702,LOC105377203
ENSG00000205740,ENSG00000205740
ENSG00000205746,PKD1P4
ENSG00000205755,CRLF2
ENSG00000205763,RP9P
ENSG00000205771,CATSPER2P1
ENSG00000205790,DPP9-AS1
ENSG00000205794,ENSG00000205794
ENSG00000205795,CYS1
ENSG00000205838,TTC23L
ENSG00000205847,OR7E91P
ENSG00000205871,RPS3AP47
ENSG00000205879,FAM90A2P
ENSG00000205885,C1RL-AS1
ENSG00000205890,LOC100128770
ENSG00000205903,ZNF316
ENSG00000205913,SRRM2-AS1
ENSG00000205918,PDPK2P
ENSG00000205940,HSP90AB2P
ENSG00000205955,HSP90AA5P
ENSG00000206066,IGLL3P
ENSG00000206069,LHFPL7
ENSG00000206082,ENSG00000206082
ENSG00000206147,RPL23AP57
ENSG00000206149,HERC2P9
ENSG00000206150,RNASE13
ENSG00000206178,HBZP1
ENSG00000206195,DUXAP8
ENSG00000206228,HNRNPA1P4
ENSG00000206249,ENSG00000206249
ENSG00000206337,HCP5
ENSG00000206341,HLA-H
ENSG00000206356,LOC100652833
ENSG00000206384,COL6A6
ENSG00000206417,H1-10-AS1
ENSG00000206448,PPIAP30
ENSG00000206559,ZCWPW2
ENSG00000206573,THUMPD3-AS1
ENSG00000206582,Y_RNA
ENSG00000206595,RNU6-877P
ENSG00000206601,RNU6-431P
ENSG00000206603,SNORA22B
ENSG00000206605,RNU6-946P
ENSG00000206612,SNORA2A
ENSG00000206623,RNU6-979P
ENSG00000206627,RNU6-969P
ENSG00000206630,SNORD60
ENSG00000206633,SNORA80B
ENSG00000206634,SNORA22
ENSG00000206635,RNU6-1062P
ENSG00000206638,RNU6-672P
ENSG00000206645,Y_RNA
ENSG00000206647,LOC124906144
ENSG00000206650,SNORA70G
ENSG00000206651,Y_RNA
ENSG00000206663,Y_RNA
ENSG00000206669,Y_RNA
ENSG00000206674,RNU6-945P
ENSG00000206675,RNU6-32P
ENSG00000206695,RNU6-442P
ENSG00000206698,RNU1-73P
ENSG00000206713,Y_RNA
ENSG00000206715,RNU6-444P
ENSG00000206728,Y_RNA
ENSG00000206731,LOC124906143
ENSG00000206732,RNU6-936P
ENSG00000206734,Y_RNA
ENSG00000206737,RNVU1-18
ENSG00000206739,Y_RNA
ENSG00000206741,Y_RNA
ENSG00000206754,SNORD101
ENSG00000206755,SNORA30
ENSG00000206756,Y_RNA
ENSG00000206762,RNU6-418P
ENSG00000206768,Y_RNA
ENSG00000206778,RNU6-213P
ENSG00000206779,Y_RNA
ENSG00000206781,Y_RNA
ENSG00000206784,Y_RNA
ENSG00000206785,SNORA15B-2
ENSG00000206797,Y_RNA
ENSG00000206814,Y_RNA
ENSG00000206815,RNU6-483P
ENSG00000206816,Y_RNA
ENSG00000206824,Y_RNA
ENSG00000206832,RNU6V
ENSG00000206838,SNORA5A
ENSG00000206848,RNU6-890P
ENSG00000206859,RNU6-767P
ENSG00000206862,Y_RNA
ENSG00000206875,RNU6-761P
ENSG00000206881,RNU6-190P
ENSG00000206885,SNORA75
ENSG00000206888,RNU6-48P
ENSG00000206892,RNU6-42P
ENSG00000206897,SNORA9B
ENSG00000206903,SNORA24B
ENSG00000206908,RNU1-136P
ENSG00000206913,LOC124902824
ENSG00000206914,Y_RNA
ENSG00000206920,RNY1P6
ENSG00000206921,RNU6-481P
ENSG00000206924,RNU6-689P
ENSG00000206926,RNU6-1024P
ENSG00000206936,RNU4-52P
ENSG00000206952,SNORA50A
ENSG00000206954,RNU6-1201P
ENSG00000206957,Y_RNA
ENSG00000206959,Y_RNA
ENSG00000206964,Y_RNA
ENSG00000206965,RNU6-5P
ENSG00000206967,Y_RNA
ENSG00000206969,RNU6-1316P
ENSG00000206976,ENSG00000206976
ENSG00000206985,RNU6-198P
ENSG00000206989,SNORD63
ENSG00000206991,RNU6-610P
ENSG00000206992,RNU6-574P
ENSG00000207003,RNU6-611P
ENSG00000207008,SNORA54
ENSG00000207021,Y_RNA
ENSG00000207031,SNORD59A
ENSG00000207034,Y_RNA
ENSG00000207036,RNY3P14
ENSG00000207042,RNU6-196P
ENSG00000207047,SNORD51
ENSG00000207052,RNU6-378P
ENSG00000207053,RNU6-937P
ENSG00000207073,Y_RNA
ENSG00000207086,Y_RNA
ENSG00000207087,RNU6-242P
ENSG00000207088,SNORA7B
ENSG00000207091,Y_RNA
ENSG00000207092,Y_RNA
ENSG00000207117,Y_RNA
ENSG00000207119,LOC124903594
ENSG00000207129,RNA5SP187
ENSG00000207134,RNU6-106P
ENSG00000207136,RNU6-769P
ENSG00000207142,Y_RNA
ENSG00000207144,RNU6-1297P
ENSG00000207153,RNU6-933P
ENSG00000207162,RNU6-549P
ENSG00000207171,LOC124900181
ENSG00000207175,RNU1-67P
ENSG00000207181,SNORA14B
ENSG00000207185,RNU6-1157P
ENSG00000207186,RNA5SP122
ENSG00000207189,Y_RNA
ENSG00000207200,RNU6-45P
ENSG00000207205,RNVU1-15
ENSG00000207208,RNU6-790P
ENSG00000207212,ENSG00000207212
ENSG00000207217,SNORA80D
ENSG00000207223,Y_RNA
ENSG00000207227,RNU6-900P
ENSG00000207231,Y_RNA
ENSG00000207233,SNORA37
ENSG00000207234,RNU6-125P
ENSG00000207235,Y_RNA
ENSG00000207248,RNU6-1005P
ENSG00000207277,RNA5SP284
ENSG00000207280,SNORD20
ENSG00000207281,Y_RNA
ENSG00000207291,RNU6-30P
ENSG00000207293,Y_RNA
ENSG00000207297,SNORD7
ENSG00000207306,RNU6-1152P
ENSG00000207308,RNU6-878P
ENSG00000207313,SNORA2B
ENSG00000207320,Y_RNA
ENSG00000207325,RNY1P4
ENSG00000207336,RNU6-658P
ENSG00000207344,SNORA22C
ENSG00000207359,RNU6-925P
ENSG00000207362,RNU6-422P
ENSG00000207368,Y_RNA
ENSG00000207370,Y_RNA
ENSG00000207383,Y_RNA
ENSG00000207390,Y_RNA
ENSG00000207392,SNORA20
ENSG00000207399,RNU6-1011P
ENSG00000207402,RNU6-959P
ENSG00000207419,LOC124900221
ENSG00000207425,Y_RNA
ENSG00000207444,SNORD56B
ENSG00000207445,SNORD15B
ENSG00000207452,RNU6-606P
ENSG00000207455,RNU6-331P
ENSG00000207457,RNU6-476P
ENSG00000207468,SNORA19
ENSG00000207475,SNORA80E
ENSG00000207484,Y_RNA
ENSG00000207491,ENSG00000207491
ENSG00000207493,SNORA46
ENSG00000207494,Y_RNA
ENSG00000207501,RNVU1-14
ENSG00000207508,RNU6-1237P
ENSG00000207523,SNORA66
ENSG00000207525,Y_RNA
ENSG00000207546,MIR548C
ENSG00000207547,MIR25
ENSG00000207554,MIR647
ENSG00000207561,MIR635
ENSG00000207574,MIR661
ENSG00000207588,MIR593
ENSG00000207590,MIR215
ENSG00000207612,MIR604
ENSG00000207613,MIR181C
ENSG00000207622,MIR619
ENSG00000207631,MIR641
ENSG00000207635,MIR499A
ENSG00000207642,MIR571
ENSG00000207643,ENSG00000207643
ENSG00000207648,ENSG00000207648
ENSG00000207650,MIR570
ENSG00000207652,MIR621
ENSG00000207653,MIR558
ENSG00000207688,MIR548AA2
ENSG00000207696,MIR659
ENSG00000207697,MIR573
ENSG00000207709,ENSG00000207709
ENSG00000207719,MIR623
ENSG00000207721,MIR186
ENSG00000207736,MIR657
ENSG00000207741,MIR590
ENSG00000207750,MIR553
ENSG00000207752,MIR199A1
ENSG00000207757,MIR93
ENSG00000207770,ENSG00000207770
ENSG00000207773,MIR642A
ENSG00000207789,MIR26A2
ENSG00000207802,MIR646
ENSG00000207808,MIR27A
ENSG00000207839,MIR33B
ENSG00000207939,ENSG00000207939
ENSG00000207955,MIR219A2HG
ENSG00000207964,ENSG00000207964
ENSG00000207973,MIR589
ENSG00000207980,MIR23A
ENSG00000207991,MIR601
ENSG00000207997,MIR644A
ENSG00000208002,MIR643
ENSG00000208017,MIR140
ENSG00000208018,MIR645
ENSG00000208028,MIR616
ENSG00000208036,MIR106B
ENSG00000208308,SNORA40B
ENSG00000208317,ENSG00000208317
ENSG00000208772,SNORD94
ENSG00000208892,SNORA49
ENSG00000209042,SNORD12C
ENSG00000209082,MT-TL1
ENSG00000209482,SNORD83A
ENSG00000209645,SNORD105
ENSG00000209702,SNORD41
ENSG00000210049,MT-TF
ENSG00000210082,MT-RNR2
ENSG00000210112,MT-TM
ENSG00000210140,MT-TC
ENSG00000210144,MT-TY
ENSG00000210181,RNU6ATAC4P
ENSG00000210194,MT-TE
ENSG00000210196,MT-TP
ENSG00000210841,RNU6ATAC26P
ENSG00000211451,GNRHR2
